city,year,fascia,num_modelli,num_auto,avg_daysonmarket,top3_str
Albemarle,2018,alta,1,1,5.0,"wheel,seat,driver"
Albemarle,2018,bassa,4,5,84.4,"power,front,control"
Albemarle,2018,media,13,14,43.07,"front,rear,wheel"
Albemarle,2019,bassa,9,12,56.08,"front,wheel,power"
Albert Lea,2019,bassa,1,2,48.0,"front,power,rear"
Albion,2013,bassa,1,1,29.0,"front,control,seats"
Albion,2017,media,18,44,37.57,"rear,power,automatic"
Alcoa,2002,bassa,1,1,25.0,"wheel,power,front"
Alcoa,2008,media,1,1,21.0,"wheel,front,black"
Alcoa,2014,bassa,9,10,23.5,"front,rear,wheel"
Alcoa,2015,alta,1,1,8.0,"steering,rear,wheel"
Alcoa,2020,media,43,350,78.17,"rear,front,wheel"
Alden,2002,bassa,1,1,449.0,"front,rear,wheel"
Alden,2008,bassa,2,2,22.5,"front,rear,type"
Alden,2010,bassa,8,8,125.5,"front,rear,type"
Alden,2013,bassa,6,6,135.5,"front,rear,type"
Alexandria,1999,bassa,1,1,1.0,"front,power,steering"
Alexandria,2005,bassa,3,4,62.0,"power,front,leather"
Alexandria,2006,bassa,9,9,41.78,"front,power,rear"
Alexandria,2014,media,18,18,27.78,"front,power,rear"
Alexandria,2018,alta,20,31,81.0,"front,steering,wheel"
Alexandria,2021,bassa,1,17,11.12,"rear,front,wheel"
Algonquin,2015,bassa,2,2,27.0,"audio,front,power"
Algonquin,2016,bassa,3,3,13.33,"power,rear,mirror"
Algonquin,2018,media,3,3,24.0,"power,seat,rear"
Allegan,2010,bassa,1,1,367.0,"leather,sunroof,fully"
Allegan,2015,media,3,3,9.0,"rear,front,power"
Allendale,2016,media,3,3,19.33,"power,wheel,heated"
Allendale,2017,media,2,2,47.0,"power,wheel,heated"
Allentown,1988,bassa,1,1,12.0,"over,bennett,recent"
Allentown,1998,bassa,1,1,14.0,"passenger,power,system"
Allentown,2001,bassa,1,1,14.0,"power,front,wheel"
Allentown,2012,bassa,40,59,38.19,"front,rear,power"
Alliance,2009,bassa,5,5,34.6,"front,power,rear"
Alliance,2010,media,1,1,20.0,"power,seats,steering"
Alliance,2016,media,15,17,71.65,"power,rear,wheel"
Allston,2011,bassa,1,1,39.0,"seating,heated,power"
Allston,2017,alta,3,3,22.67,"power,package,audi"
Allston,2017,bassa,1,1,53.0,"heated,power,clean"
Alma,2008,bassa,5,5,67.2,"rear,front,power"
Alma,2020,alta,9,12,90.08,"front,rear,power"
Alma,2021,media,2,2,45.0,"front,rear,system"
Alpena,2007,bassa,2,2,60.5,"best,deals,explorer"
Alpena,2008,bassa,4,4,36.25,""
Alpena,2017,media,15,24,65.38,"power,rear,seat"
Alpena,2020,alta,9,70,72.07,"automatic,rear,speed"
Altavista,2016,bassa,7,7,31.57,"front,rear,power"
Altavista,2019,media,8,8,177.5,"front,rear,power"
Altoona,2006,bassa,1,1,26.0,"front,rear,power"
Altoona,2010,bassa,3,3,9.0,"front,power,wheel"
Altoona,2011,bassa,5,6,20.83,"front,rear,suspension"
Altoona,2017,media,19,36,39.31,"rear,power,front"
Altoona,2019,alta,1,1,6.0,"rear,wheel,audio"
Alvin,2014,bassa,1,1,68.0,"power,rear,package"
Always meticulously maintained inside and out,,bassa,0,1,,""
Amarillo,2014,media,1,1,19.0,"wheel,rear,passenger"
Ambler,2009,bassa,1,1,12.0,"additional,info"
Ambler,2015,media,1,1,18.0,"power,while,windows"
Ambler,2018,media,4,6,38.33,"system,additional,keyless"
Ambler,2019,media,4,5,121.2,"mustang,lamps,performance"
Ames,2020,media,2,2,18.0,"front,rear,power"
Amesbury,2019,media,1,1,62.0,""
Amherst,2012,bassa,10,10,24.5,"front,power,wheel"
Amherst,2017,media,36,79,32.81,"front,rear,power"
Amherst,2020,alta,13,22,52.05,"front,rear,seat"
Amityville,2011,media,1,1,7.0,"prices,accurate,advertised"
Amityville,2017,alta,1,1,5.0,"front,power,wheel"
Amityville,2018,media,19,25,39.76,"rear,front,power"
Amityville,2020,alta,13,29,80.0,"rear,front,power"
Amsterdam,2020,alta,5,5,44.8,"power,wheel,center"
Anchorage,2017,media,1,1,19.0,"power,rear,passenger"
Anderson,2014,bassa,6,7,51.86,"power,control,bags"
Andover,2021,alta,2,5,21.4,""
Andover,2021,media,3,8,30.0,""
Angola,2011,bassa,1,1,8.0,"power,side,control"
Ann Arbor,2013,bassa,3,3,18.33,"front,rear,seats"
Ann Arbor,2017,media,17,35,26.09,"front,rear,power"
Ann Arbor,2018,media,14,23,33.91,"front,rear,power"
Ann Arbor,2019,alta,1,1,648.0,"drive,seats,wheel"
Annapolis,2011,bassa,7,8,17.5,"front,rear,power"
Annapolis,2014,bassa,23,40,48.5,"front,rear,power"
Annapolis,2017,alta,7,8,46.5,"front,rear,power"
Ansonia,2006,media,1,1,96.0,"certified,carfax,awards"
Ansonia,2014,bassa,17,19,197.89,"certified,2014,state"
Antioch,2013,bassa,13,16,31.25,"front,wheel,steering"
Antioch,2020,media,43,355,91.9,"front,rear,power"
Antioch,2021,bassa,3,24,30.17,"front,wheel,steering"
Apalachin,2002,bassa,1,1,34.0,"power,wheel,steering"
Apalachin,2010,bassa,1,1,12.0,"power,rear,mirror"
Apalachin,2011,bassa,4,4,16.25,"power,rear,mirror"
Apalachin,2015,bassa,10,10,40.5,"power,rear,mirror"
Apex,2021,media,1,4,4.0,"front,wheel,control"
Apollo,2019,media,3,3,106.67,"power,rear,passenger"
Apollo,2020,alta,4,10,130.8,"chrome,ford,best"
Appomattox,2015,bassa,1,1,56.0,"power,bags,please"
Appomattox,2016,bassa,2,2,91.5,"power,control,bags"
Archbald,2018,bassa,1,1,497.0,"2018,nissan,rogue"
Ardmore,2019,media,13,20,110.4,"power,wheel,control"
Arlington,1993,bassa,1,1,54.0,"custom,jeep,built"
Arlington,1998,bassa,1,1,35.0,"vehicle,rebuilt,engine"
Arlington,2017,alta,7,16,67.94,"front,rear,power"
Arlington,2018,alta,8,11,89.45,"power,front,seat"
Arlington,2018,bassa,17,24,50.04,"front,rear,power"
Arlington,2020,media,54,476,69.33,"power,rear,control"
Arlington Heights,2002,bassa,1,1,14.0,"credit,power,please"
Arlington Heights,2014,bassa,18,21,24.76,"front,wheel,rear"
Arlington Heights,2018,bassa,11,11,60.73,"front,rear,steering"
Arlington Heights,2019,bassa,6,10,73.8,"front,rear,system"
Arundel,2014,media,4,4,8.5,"power,control,automatic"
Arundel,2018,alta,2,2,20.0,"power,wheel,heated"
Asbury Park,1978,bassa,1,1,50.0,"amazing,condition,fuel"
Asbury Park,1993,bassa,1,1,12.0,"power,steering,wheel"
Asbury Park,2002,bassa,1,1,43.0,"front,steering,wheel"
Asbury Park,2009,bassa,4,4,30.5,"front,rear,power"
Asbury Park,2014,bassa,8,8,23.25,"front,rear,power"
Asbury Park,2016,media,4,4,37.25,"front,rear,power"
Asbury Park,2021,alta,2,3,30.67,"rear,front,power"
Asheboro,2009,bassa,3,3,238.0,"front,seat,rear"
Asheboro,2015,media,5,6,22.33,"front,power,rear"
Asheboro,2018,bassa,15,18,54.17,"front,rear,steering"
Asheboro,2020,alta,12,27,68.56,"rear,front,power"
Asheville,1996,bassa,1,1,103.0,"here,north,carolina"
Asheville,1997,bassa,1,1,338.0,"wrangler,sport,been"
Asheville,2000,bassa,5,5,23.0,"power,door,front"
Asheville,2014,media,5,5,11.8,"front,rear,wheel"
Asheville,2021,alta,8,30,21.2,"rear,front,power"
Ashland,2003,bassa,5,5,227.6,"front,rear,power"
Ashland,2018,bassa,18,22,24.68,"front,rear,wheel"
Ashland,2018,media,27,43,32.35,"front,rear,power"
Ashland,2021,bassa,1,5,7.6,"additional,equipment,audio"
Ashland,2021,media,8,21,14.24,"power,rear,front"
Athens,2005,bassa,3,3,18.67,"front,power,rear"
Athens,2012,bassa,2,2,19.5,"front,rear,control"
Athens,2013,media,2,2,57.5,"wheels,package,control"
Athens,2017,media,13,19,42.63,"control,power,front"
Athens,2018,media,10,22,32.18,"front,control,rear"
Athens,2021,media,8,35,28.8,"front,rear,power"
Atlantic City,2020,media,12,144,135.65,"full,information,kerbeck"
Attica,2009,media,1,1,8.0,"includes,engine,power"
Attica,2011,bassa,1,1,21.0,"power,wheel,front"
Attica,2012,media,1,1,17.0,"rear,wheel,steering"
Attica,2015,bassa,3,4,13.25,"power,system,engine"
Attica,2016,bassa,4,5,147.2,"power,rear,front"
Attica,2017,media,13,21,37.19,"power,rear,front"
Attleboro,1999,bassa,1,1,141.0,"vehicles,comma,visit"
Attleboro,2005,bassa,8,8,25.63,"comma,front,rear"
Attleboro,2013,media,2,2,15.0,"front,rear,power"
Attleboro,2017,media,20,24,31.75,"rear,wheel,front"
Attleboro,2021,alta,1,4,15.0,"seat,driver,mirrors"
Auburn,2004,bassa,2,2,10.0,"power,steering,mirror"
Auburn,2012,bassa,38,44,74.45,"front,rear,power"
Auburn,2015,media,15,24,43.88,"rear,front,power"
Auburn,2019,media,61,136,185.04,"rear,wheel,power"
Auburn,2020,media,89,1014,119.74,"front,rear,wheel"
Auburn,2021,bassa,2,7,31.14,"rear,power,front"
Auburn Hills,2000,bassa,1,1,21.0,"front,drivers,sanitize"
Auburn Hills,2014,bassa,8,9,20.67,"front,rear,wheel"
Auburn Hills,2021,media,7,184,17.6,"automatic,type,cargo"
Augusta,2009,bassa,1,1,172.0,"power,wheel,dual"
Aurora,2007,bassa,8,8,126.5,"power,steering,seat"
Aurora,2015,bassa,16,21,25.05,"front,wheel,rear"
Aurora,2020,bassa,11,93,155.67,"power,front,rear"
Austin,2008,bassa,2,2,108.0,"front,rear,type"
Austin,2020,media,2,2,77.0,"front,rear,power"
Avenel,2013,media,2,2,26.5,"front,rear,audi"
Avenel,2014,media,1,1,16.0,"2014,toyota,tundra"
Avenel,2017,bassa,42,128,36.83,"front,warranty,rear"
Avenel,2019,media,24,47,52.09,"front,rear,warranty"
Avon,2007,bassa,1,1,46.0,"driver,mirrors,front"
Avon,2013,media,9,9,83.67,"wheel,power,seat"
Avon Lake,2018,media,4,5,44.2,"wheel,rear,drive"
Avon Lake,2019,media,2,3,16.67,"power,vehicle,control"
Avon Lake,2020,alta,4,15,108.0,"rear,group,engine"
Avondale,2017,media,1,1,46.0,"rear,front,power"
Ayden,2014,bassa,2,2,5.5,"power,rear,passenger"
Ayden,2020,alta,12,38,115.5,"front,price,system"
Ayden,2020,media,22,79,78.18,"front,price,rear"
Ayden,2021,media,1,1,22.0,"spoiler,additional,info"
Ayer,2018,media,3,4,35.75,"front,rear,wheel"
Aylett,2011,bassa,3,3,41.33,"front,rear,type"
Bad Axe,1992,bassa,1,1,12.0,"power,front,wheel"
Bad Axe,2009,bassa,2,2,149.5,"rear,front,system"
Bad Axe,2017,bassa,7,11,55.27,"front,rear,power"
Baden,2015,bassa,3,3,31.0,"wheel,driver,power"
Baden,2020,alta,6,18,59.0,"rear,power,system"
Bailey,2007,bassa,1,1,1.0,"front,rear,type"
Bailey,2015,bassa,1,1,0.0,"front,rear,type"
Bakersfield,2015,bassa,1,1,52.0,"ecoboost,mustang,drive"
Bakerstown,2019,media,2,2,17.5,"power,rear,deliver"
Bakerstown,2020,media,8,96,128.04,"front,rear,audio"
Bakerstown,2021,media,3,7,30.43,"front,rear,audio"
Bala Cynwyd,2007,bassa,2,2,6.5,"rear,power,seat"
Bala Cynwyd,2019,alta,3,3,19.0,"power,rear,seat"
Bala Cynwyd,2020,alta,9,31,167.13,"heated,seats,wheel"
Baldwin Park,2017,media,1,1,21.0,"control,vehicle,edition"
Baldwinsville,2013,bassa,1,1,63.0,"rear,front,type"
Baldwinsville,2017,media,19,46,48.48,"power,rear,front"
Baldwinsville,2018,media,6,7,22.43,"power,rear,seat"
Baldwinsville,2020,alta,1,5,13.0,"rear,power,front"
Bally,2017,bassa,1,2,228.0,"front,rear,suspension"
Bally,2018,media,2,2,116.0,"front,rear,suspension"
Bally,2019,bassa,1,1,121.0,"front,rear,seats"
Baltimore,2004,bassa,5,5,20.8,"power,seat,mirror"
Baltimore,2010,bassa,29,43,50.6,"front,power,rear"
Baltimore,2010,media,1,1,2.0,"comma,rear,front"
Baltimore,2016,media,41,58,35.5,"power,rear,front"
Bangor,2007,bassa,1,1,10.0,"front,steering,wheel"
Bangor,2012,bassa,11,11,23.64,"front,rear,wheel"
Bangor,2014,media,7,11,27.82,"wheel,drive,2014"
Bangor,2017,alta,1,1,235.0,"rear,front,room"
Bangor,2018,alta,3,3,90.0,"rear,front,room"
Baptistown,2011,bassa,1,1,13.0,"power,bags,control"
Barberton,2011,bassa,7,7,42.43,"power,rear,wheel"
Barberton,2014,media,4,5,45.8,"airbags,power,wheel"
Barberton,2018,bassa,7,11,35.36,"comma,front,rear"
Bardstown,2017,media,2,2,33.0,"priced,below,fair"
Bardstown,2020,media,1,1,33.0,"system,speed,control"
Barkhamsted,2017,bassa,1,1,116.0,"ford,great,escape"
Barnesville,2011,bassa,1,1,22.0,"rear,front,seat"
Barnesville,2014,bassa,3,3,294.33,"front,rear,type"
Barneveld,1956,bassa,1,1,1.0,"1956,bird,rare"
Barneveld,2012,media,1,1,1.0,"front,rear,power"
Barre,2008,bassa,6,8,51.0,"rear,front,comma"
Barre,2013,bassa,11,12,140.17,"front,rear,power"
Barre,2013,media,1,1,12.0,"front,vehicle,available"
Barre,2016,media,4,4,65.0,"front,rear,manual"
Barre,2017,bassa,20,29,69.83,"front,rear,wheel"
Barrington,2011,alta,1,1,46.0,"carfax,owner,leather"
Barrington,2016,alta,4,5,13.4,"front,rear,steering"
Barrington,2016,bassa,8,11,48.0,"front,rear,driver"
Barrington,2017,bassa,18,22,37.55,"front,rear,wheel"
Bassett,2016,bassa,5,5,48.6,"wheel,power,control"
Batavia,2008,bassa,1,1,27.0,"front,suspension,rear"
Batavia,2013,bassa,7,7,53.29,"front,rear,wheel"
Batavia,2017,media,23,33,46.3,"rear,front,power"
Baton Rouge,2017,bassa,6,13,79.85,"front,rear,power"
Baton Rouge,2018,bassa,1,1,25.0,"front,rear,driver"
Baton Rouge,2019,bassa,2,4,45.0,"front,rear,power"
Battle Creek,2004,bassa,4,4,41.25,"front,power,cards"
Battle Creek,2010,bassa,13,14,21.79,"front,rear,type"
Battle Creek,2011,bassa,18,20,29.0,"front,rear,power"
Battle Creek,2015,bassa,20,21,51.76,"front,rear,power"
Battle Creek,2017,media,43,113,54.45,"power,rear,front"
Battle Creek,2018,media,32,97,67.03,"power,rear,front"
Baxley,2020,media,1,1,115.0,"front,rear,door"
Bay City,2012,media,2,2,33.5,"front,power,rear"
Bay City,2018,media,34,72,27.72,"front,power,rear"
Bay City,2019,bassa,7,7,103.29,"control,front,steering"
Bay City,2020,media,85,442,98.25,"power,front,rear"
Bay Shore,2012,media,1,1,2.0,"front,rear,power"
Bay Shore,2014,media,4,4,24.5,"rear,front,power"
Bayamon,2018,media,1,2,473.0,"seat,power,rear"
Bayamon,2019,alta,2,2,473.0,"power,seat,rear"
Bayside,2015,media,1,1,25.0,"jeep,bayside,chrysler"
Bayside,2016,bassa,4,4,44.25,"front,rear,jeep"
Beachwood,2020,bassa,8,29,19.31,"test,drive,sales"
Beacon,2015,media,1,1,17.0,"black,gloss,jeep"
Beacon,2019,bassa,3,6,28.17,"front,rear,wheel"
Bealeton,2002,bassa,1,1,52.0,"vehicles,prices,power"
Bealeton,2006,media,1,1,39.0,"power,vehicles,prices"
Bealeton,2009,bassa,3,3,72.33,"power,vehicles,prices"
Bealeton,2010,media,2,2,13.5,"power,vehicles,prices"
Bealeton,2014,media,1,1,52.0,"power,vehicles,prices"
Bealeton,2015,media,1,1,10.0,"vehicles,prices,power"
Bealeton,2017,media,1,1,65.0,"power,vehicles,prices"
Beaufort,2014,bassa,1,1,32.0,""
Beaufort,2020,alta,1,1,14.0,"group,warranty,certified"
Beaver Falls,2010,bassa,3,3,261.33,"front,rear,airbags"
Beaver Falls,2010,media,1,1,379.0,"front,power,fuel"
Beaver Springs,2015,bassa,1,1,7.0,"rear,front,wheel"
Beaver Springs,2020,media,12,66,145.36,"additional,rear,power"
Beaverdale,2015,bassa,1,1,20.0,"power,wheel,control"
Beaverton,2009,bassa,1,1,18.0,"brilliant,black,crystal"
Beaverton,2019,alta,1,1,25.0,"seat,driver,heated"
Beckley,2003,media,1,1,14.0,"power,control,wheel"
Beckley,2013,media,1,1,14.0,"front,power,wheel"
Beckley,2015,bassa,9,10,36.6,"front,rear,power"
Beckley,2017,alta,1,1,274.0,"system,radio,audio"
Bedford,2000,bassa,2,2,47.5,"front,rear,steering"
Bedford,2006,bassa,3,3,25.0,"front,rear,seat"
Bedford,2016,alta,2,3,25.67,"rear,front,power"
Bedford,2018,alta,7,10,22.8,"front,rear,power"
Bedford Hills,2017,media,7,22,36.77,"front,rear,power"
Beech Grove,2010,bassa,1,1,8.0,"additional,info,lights"
Bel Air,2006,bassa,2,2,12.5,"power,rear,front"
Bel Air,2016,bassa,9,9,34.22,"front,rear,power"
Bel Air,2018,alta,2,2,9.0,"miles,black,premier"
Bel Air,2019,media,16,24,80.04,"front,power,rear"
Belford,2002,bassa,1,1,11.0,"vehicle,condition,thunderbird"
Belford,2013,media,1,2,29.0,"ford,drive,running"
Belford,2020,bassa,1,1,22.0,"pricing,drive,vehicle"
Belgrade,2006,bassa,1,1,85.0,""
Belle Vernon,2002,bassa,1,1,1184.0,"financing,credit,power"
Belle Vernon,2006,bassa,1,1,11.0,"ford,taurus,power"
Belle Vernon,2008,bassa,3,3,19.33,"power,steering,seat"
Bellerose,2015,media,2,3,6.0,"infiniti,system,premium"
Belleville,1987,bassa,1,1,35.0,"sales,state,fees"
Belleville,2009,bassa,1,1,11.0,"sales,state,vehicle"
Bellevue,2012,bassa,1,1,24.0,"rear,front,seat"
Bellevue,2020,media,1,1,31.0,"black,carfax,dodge"
Bellflower,2017,bassa,1,1,103.0,"vehicle,prices,including"
Belmar,2014,bassa,4,4,10.0,"front,rear,power"
Belmar,2015,media,1,1,19.0,"rear,front,power"
Belmar,2016,media,1,1,56.0,"front,rear,power"
Belmont,2006,bassa,5,7,130.57,"front,rear,power"
Belmont,2007,bassa,4,6,58.0,"front,rear,type"
Belmont,2009,bassa,4,4,145.75,"front,rear,power"
Bennington,2010,bassa,2,2,92.0,"wheel,power,rear"
Bennington,2019,bassa,5,5,62.8,"wheel,front,power"
Bensalem,2009,bassa,2,2,28.5,"rear,front,type"
Bensalem,2018,bassa,6,13,92.0,"front,rear,seat"
Bensalem,2020,media,14,31,44.32,"front,rear,power"
Bensenville,2003,bassa,1,1,43.0,"front,system,rear"
Bensenville,2005,bassa,4,4,178.0,"rear,front,door"
Bensenville,2010,bassa,6,6,118.5,"front,rear,system"
Bensenville,2013,media,7,7,54.86,"front,rear,system"
Benton Harbor,2017,media,6,7,40.57,"power,rear,front"
Benton Harbor,2018,media,2,2,229.5,"rear,front,wheel"
Berea,2003,bassa,2,2,76.0,"power,front,wheel"
Bergen,2005,bassa,1,1,343.0,"front,heated,power"
Bergen,2012,media,1,1,349.0,"front,rear,type"
Bergen,2017,bassa,1,1,90.0,"rear,front,type"
Bergenfield,2007,media,1,1,28.0,"front,rear,type"
Bergenfield,2018,media,2,2,44.5,"front,rear,power"
Berkeley Township,1983,bassa,1,1,238.0,""
Berlin,2000,bassa,2,2,170.5,"power,airbag,additional"
Berlin,2010,bassa,19,21,69.14,"front,rear,seat"
Berlin,2011,bassa,24,30,41.97,"front,rear,seat"
Berlin,2015,bassa,30,43,53.7,"front,rear,power"
Berlin,2015,media,7,7,23.14,"front,rear,power"
Berlin,2019,media,37,74,174.54,"front,rear,power"
Bernardsville,2013,media,1,1,85.0,"power,wheel,mirror"
Bernardsville,2021,media,1,6,25.33,"dealer,volkswagen,advertised"
Berne,2012,bassa,4,4,36.0,"sales,moser,ford"
Berwick,2015,bassa,15,18,71.0,"front,rear,power"
Berwick,2015,media,1,1,8.0,"owner,carfax,serviced"
Berwick,2016,media,6,6,29.67,"front,power,rear"
Berwick,2019,alta,2,2,427.5,"power,rear,cargo"
Berwick,2019,media,10,13,235.54,"front,rear,audio"
Berwyn,2013,alta,1,1,90.0,"power,seats,wheel"
Berwyn,2013,bassa,9,9,48.67,"power,airbag,steering"
Berwyn,2016,media,1,1,228.0,"control,power,headlights"
Bethel,2008,bassa,3,3,9.0,"front,power,type"
Bethel,2012,bassa,3,3,192.0,"front,rear,type"
Bethel Park,2019,bassa,4,6,316.5,"mitsubishi,sales,control"
Bethel Park,2020,media,3,107,145.78,"mitsubishi,control,sales"
Bethesda,2014,media,5,5,18.6,"front,power,rear"
Bethesda,2018,alta,8,11,44.27,"front,power,rear"
Bethlehem,2014,media,3,3,24.67,"front,rear,type"
Bethlehem,2016,bassa,33,52,55.63,"front,rear,vehicles"
Bethlehem,2021,alta,2,2,20.5,"chevrolet,vehicle,black"
Beverly,2005,bassa,1,1,46.0,"power,wheel,bags"
Beverly,2014,media,2,2,7.5,"rear,front,power"
Beverly,2017,bassa,6,22,44.64,"power,driver,rear"
Beverly,2020,media,16,98,139.2,"power,wheel,rear"
Big Rapids,2017,media,6,11,47.91,"front,rear,radio"
Big Rapids,2020,alta,3,4,84.5,"group,speed,automatic"
Big Rapids,2021,media,1,1,5.0,"front,rear,system"
Billerica,2016,bassa,1,1,60.0,"power,vehicle,airbag"
Binghamton,2010,bassa,3,3,29.67,"front,rear,type"
Binghamton,2011,bassa,19,20,57.7,"front,rear,power"
Binghamton,2012,bassa,9,9,35.56,"front,rear,power"
Binghamton,2017,media,18,39,30.87,"front,rear,power"
Binghamton,2020,media,27,167,79.09,"front,power,door"
Birch Run,2016,media,4,6,39.17,"seats,heated,chrome"
Birmingham,2000,media,1,1,4.0,"elise,interior,lotus"
Birmingham,2007,bassa,2,2,25.0,"power,steering,airbag"
Birmingham,2012,alta,1,1,12.0,"power,rear,control"
Birmingham,2016,alta,3,4,29.0,"rear,steering,mirrors"
Biscoe,2010,bassa,2,2,25.0,"power,dual,system"
Blackstone,2004,bassa,1,1,91.0,"automotive,makes,service"
Blackstone,2017,bassa,4,4,77.5,"power,control,bags"
Blackwood,2003,bassa,1,1,152.0,"power,pricing,steering"
Blackwood,2004,media,1,2,129.5,"power,steering,adjustable"
Blackwood,2007,media,4,4,61.25,"power,steering,front"
Blackwood,2008,media,2,3,152.33,"power,call,pricing"
Blackwood,2014,bassa,6,6,13.33,"power,rear,seat"
Blackwood,2019,bassa,3,3,19.0,"power,rear,mirror"
Blairsville,2016,media,2,2,13.0,"front,rear,seat"
Blairsville,2018,media,9,17,59.94,"front,rear,power"
Blakely,2003,bassa,1,1,110.0,"power,wheel,additional"
Blakely,2009,bassa,3,3,205.0,"power,wheel,brakes"
Blauvelt,2010,bassa,4,5,29.0,"power,extended,brakes"
Blauvelt,2019,bassa,2,2,7.5,"front,control,dual"
Blauvelt,2019,media,9,13,41.54,"front,rear,control"
Blauvelt,2020,alta,1,1,226.0,"front,control,wheel"
Blind spot,,bassa,0,1,,""
Bloomery,2008,bassa,1,1,77.0,"power,nissan,rogue"
Bloomery,2012,bassa,1,1,182.0,"steering,power,great"
Bloomfield,2002,bassa,1,1,46.0,"front,power,heated"
Bloomfield,2014,media,3,3,13.0,"front,rear,type"
Bloomfield,2016,bassa,8,8,104.0,"comma,front,rear"
Bloomfield Hills,2003,bassa,6,6,41.17,"front,rear,power"
Bloomfield Hills,2009,bassa,7,7,51.0,"front,rear,power"
Bloomfield Hills,2013,media,1,1,0.0,"front,steering,wheel"
Bloomfield Hills,2019,alta,1,1,81.0,"steering,wheel,front"
Bloomfield Hills,2019,media,13,30,87.83,"front,rear,wheel"
Bloomingdale,2010,bassa,9,9,37.11,"front,rear,type"
Bloomington,2011,bassa,28,36,48.0,"front,rear,power"
Bloomington,2016,bassa,26,40,39.35,"front,rear,power"
Bloomington,2017,bassa,32,84,55.75,"rear,power,front"
Bloomington,2018,bassa,16,35,38.69,"front,rear,power"
Bloomington,2021,bassa,1,5,25.2,"city,recent,arrival"
Bloomsburg,2006,bassa,2,2,10.5,"rear,front,steering"
Bloomsburg,2012,bassa,6,6,60.83,"power,rear,front"
Bloomsburg,2016,media,4,5,62.8,"power,rear,wheel"
Bloomsburg,2018,bassa,13,15,70.2,"power,rear,control"
Blue Island,2016,bassa,2,2,42.5,"rear,front,power"
Blue Island,2018,bassa,3,3,22.33,"rear,front,power"
Blue Springs,2012,bassa,1,1,12.0,"rear,seat,power"
Bluefield,2002,bassa,1,1,12.0,"front,power,wheel"
Bluefield,2016,bassa,1,1,6.0,"front,rear,seat"
Bluffton,2000,media,1,1,46.0,"wheel,rear,front"
Bluffton,2015,media,1,1,4.0,"chevrolet,dealership,2015"
