city,year,fascia,num_modelli,num_auto,avg_daysonmarket,top3_str
Addison,2011,bassa,31,38,72.47,"front,rear,system"
Addison,2011,media,4,6,101.33,"front,rear,power"
Addison,2012,alta,1,1,728.0,"auto,gallery,chicago"
Addison,2015,media,11,13,131.31,"front,rear,power"
Addison,2017,bassa,11,12,67.5,"front,rear,power"
Additional Information,,bassa,0,1,,""
Adrian,2002,bassa,2,2,9.5,"rear,front,power"
Adrian,2012,bassa,3,3,18.33,"front,wheel,rear"
Adrian,2014,media,3,4,21.0,"front,rear,wheel"
Adrian,2015,bassa,3,4,28.0,"front,rear,wheel"
Agawam,2016,media,7,8,27.38,"rear,front,power"
Aiken,2015,bassa,1,1,21.0,"front,steering,rear"
Akron,2001,bassa,3,3,42.0,"power,wheel,front"
Akron,2005,media,1,1,49.0,"porsche,recent,arrival"
Akron,2007,bassa,25,29,33.07,"front,rear,power"
Akron,2010,bassa,42,58,42.36,"front,rear,power"
Akron,2012,bassa,57,91,49.07,"front,rear,power"
Akron,2013,alta,4,5,320.0,"front,rear,seat"
Akron,2019,media,76,163,48.55,"front,rear,power"
Akron,2020,alta,48,187,114.29,"front,rear,power"
Albany,2010,bassa,9,10,148.5,"front,rear,type"
Albany,2011,bassa,18,21,94.9,"front,rear,type"
Albemarle,2014,media,1,1,39.0,"power,wheel,control"
Albemarle,2016,media,11,12,48.17,"front,power,rear"
Albemarle,2020,alta,10,40,114.18,"wheel,mirrors,driver"
Albion,2015,media,2,3,6.33,"power,system,rear"
Albion,2016,bassa,3,5,31.6,"2016,premium,automatic"
Albion,2019,media,5,7,19.71,"rear,automatic,power"
Albuquerque,2019,media,1,2,94.0,""
Alcoa,2004,bassa,1,1,10.0,"front,rear,power"
Alden,2011,bassa,7,7,76.71,"front,rear,type"
Alden,2015,bassa,3,3,115.33,"front,type,rear"
Aledo,2018,media,1,2,70.0,"front,rear,chevrolet"
Alexandria,2001,bassa,2,2,20.5,"power,front,rear"
Alexandria,2007,bassa,10,10,64.1,"front,power,rear"
Alexandria,2012,media,1,2,12.5,"front,control,wheel"
Alexandria,2014,bassa,35,60,33.07,"front,power,rear"
Alexandria,2017,alta,18,40,64.2,"front,steering,rear"
Alexandria,2018,media,88,199,43.44,"front,rear,power"
Algonquin,2020,bassa,4,45,239.64,"power,rear,control"
Allegan,2014,media,2,2,19.5,"power,rear,front"
Allegan,2019,media,4,5,129.4,"front,rear,seat"
Allendale,2017,bassa,1,1,27.0,"power,clean,wheel"
Allentown,2003,bassa,4,5,115.0,"power,front,wheel"
Allentown,2011,bassa,35,39,45.41,"front,rear,power"
Allentown,2014,bassa,45,65,43.69,"front,rear,power"
Allentown,2016,alta,2,2,8.5,"black,rear,power"
Alliance,2000,bassa,1,1,16.0,"front,power,dealership"
Alliance,2015,bassa,17,24,20.17,"power,front,rear"
Alliance,2020,bassa,9,57,105.84,"front,power,control"
Alliance,2021,media,13,115,24.25,"power,control,rear"
Allston,2019,media,1,1,26.0,"audi,rear,plus"
Alma,2015,bassa,2,2,30.0,"rear,front,steering"
Alma,2015,media,1,1,25.0,"rear,front,power"
Alpena,2015,bassa,3,3,25.67,"best,deals,congratulations"
Alpena,2019,media,8,10,152.0,"power,control,seats"
Alpena,2021,media,1,1,22.0,"summit,white,2021"
Alsip,2000,bassa,1,1,4.0,"power,additional,info"
Alsip,2004,bassa,5,6,38.17,"power,cars,sale"
Alsip,2007,bassa,9,9,31.0,"power,front,rear"
Alsip,2016,bassa,3,4,113.5,"power,steering,conditioning"
Alsip,2016,media,1,1,62.0,"front,rear,steering"
Alsip,2017,bassa,2,2,64.0,"front,rear,power"
Altavista,2012,bassa,1,1,13.0,"front,rear,power"
Altavista,2014,bassa,4,4,31.75,"leather,wheels,rear"
Altavista,2020,media,19,44,124.16,"front,rear,audio"
Alto,2020,media,1,1,12.0,"carfax,owner,clean"
Alton,2008,bassa,2,2,3.0,"power,control,wheel"
Alton,2009,bassa,1,1,17.0,"power,control,wheel"
Altoona,2005,bassa,1,1,31.0,"front,power,control"
Altoona,2021,bassa,2,4,2.75,"2021,recent,arrival"
Amarillo,2017,bassa,1,1,14.0,"terrain,engine,automatic"
Ambler,2016,media,2,2,20.0,"power,road,clean"
Ambler,2018,bassa,2,3,29.0,"keyless,rear,system"
Ambler,2020,bassa,3,11,196.82,"additional,info,dealer"
Ambler,2020,media,13,93,94.29,"additional,info,assist"
American Fork,2017,bassa,3,3,16.67,"velocity,front,sales"
Amherst,2009,bassa,7,7,42.14,"front,wheel,steering"
Amherst,2015,bassa,14,15,57.67,"front,rear,wheel"
Amityville,2006,bassa,1,1,59.0,"prices,accurate,information"
Amsterdam,2007,bassa,1,1,19.0,"front,door,power"
Amsterdam,2019,media,13,17,74.53,"front,power,wheel"
Anacortes,1999,media,1,1,7.0,"power,wheel,front"
Anaheim,2017,media,1,1,29.0,"rear,front,system"
Anderson,2016,media,1,1,26.0,"power,bags,control"
Ann Arbor,2012,bassa,3,3,10.0,"front,steering,wheel"
Annapolis,2009,bassa,4,4,13.0,"front,rear,seat"
Annapolis,2018,alta,9,14,32.43,"front,power,rear"
Annapolis,2020,bassa,6,12,158.92,"annapolis,hyundai,rear"
Annapolis,2020,media,108,819,102.11,"front,rear,power"
Annapolis,2021,alta,16,65,17.14,"front,rear,power"
Annapolis,2021,bassa,1,1,34.0,"features,check,2021"
Ansonia,1998,bassa,1,1,402.0,"certified,carfax,state"
Ansonia,2000,bassa,1,1,168.0,"state,certified,vehicle"
Ansonia,2001,bassa,1,2,62.5,"certified,carfax,state"
Antioch,2003,bassa,2,2,16.5,"rear,front,wheel"
Antioch,2010,bassa,4,4,20.0,"front,wheel,control"
Antioch,2015,bassa,15,18,41.39,"front,rear,wheel"
Apalachin,2012,bassa,6,6,31.0,"power,front,rear"
Apalachin,2017,bassa,11,15,38.8,"power,rear,wheel"
Apalachin,2017,media,4,4,29.5,"power,seat,rear"
Apalachin,2019,bassa,4,4,11.75,"power,mirror,rear"
Apex,2009,media,1,1,8.0,"leather,steering,wheel"
Apex,2012,bassa,3,3,38.0,"front,rear,power"
Apple Valley,2017,media,2,2,40.0,"rear,front,steering"
Archbald,2017,bassa,3,6,35.83,"buick,2017,within"
Archbald,2020,media,7,36,165.58,"buick,comes,eynon"
Archbald,2021,alta,1,1,34.0,"package,comes,luxury"
Arden,2007,bassa,2,2,4.0,"front,rear,type"
Arden,2021,media,1,1,12.0,"power,rear,mirror"
Ardmore,2013,bassa,3,3,15.33,"power,seat,mirror"
Ardmore,2018,media,16,32,20.0,"power,wheel,rear"
Ardmore,2021,alta,3,8,21.13,"chevy,power,package"
Ardmore,2021,media,4,32,24.59,"power,rear,mirror"
Arleta,2006,bassa,1,1,35.0,"front,rear,power"
Arlington,2000,bassa,2,2,61.0,"rear,front,door"
Arlington,2001,bassa,4,4,28.5,"comma,front,rear"
Arlington,2009,media,1,1,108.0,"power,seats,vehicle"
Arlington,2014,media,17,28,50.36,"power,rear,front"
Arlington,2016,alta,2,2,136.5,"power,seats,rear"
Arlington,2021,bassa,1,13,8.92,"features,weather,floor"
Arlington Heights,1997,bassa,1,1,30.0,"front,power,wheel"
Arlington Heights,2007,bassa,5,5,15.4,"front,wheel,steering"
Arlington Heights,2008,media,1,1,1.0,"front,used,wheel"
Arlington Heights,2013,bassa,23,23,22.17,"front,power,rear"
Arlington Heights,2017,alta,4,4,32.75,"rear,front,power"
Arundel,2013,bassa,8,8,33.88,"power,wheel,control"
Arundel,2019,media,7,10,163.6,"power,wheel,control"
Asbury Park,2020,media,13,60,73.67,"front,rear,audio"
Ashby,2012,media,2,2,24.5,"front,rear,type"
Asheboro,2016,alta,1,1,95.0,"dodge,study,asheboro"
Asheboro,2017,media,31,50,72.88,"front,rear,power"
Asheville,2003,bassa,4,4,60.0,"power,seat,front"
Asheville,2016,alta,1,1,23.0,"front,rear,wheel"
Asheville,2019,alta,14,17,228.71,"front,power,rear"
Ashland,1998,bassa,1,1,33.0,"front,power,wheel"
Ashland,2002,bassa,1,1,35.0,"front,power,rear"
Ashland,2016,bassa,22,30,37.6,"front,rear,power"
Ashland,2019,bassa,14,18,64.67,"power,front,rear"
Ashtabula,2020,alta,1,2,20.0,""
Ashtabula,2020,media,6,23,79.48,"front,rear,power"
Astoria,2009,bassa,1,1,14.0,"front,rear,passenger"
Athens,2011,bassa,5,5,34.0,"power,front,steering"
Athens,2015,bassa,8,10,40.2,"front,control,steering"
Athens,2015,media,5,6,41.0,"power,control,front"
Athens,2016,bassa,13,16,40.88,"control,front,power"
Atlanta,2017,bassa,1,1,1.0,"front,rear,type"
Attica,1992,bassa,1,1,21.0,"power,tires,season"
Attica,2012,bassa,3,3,44.33,"rear,power,front"
Attica,2015,media,5,5,15.4,"rear,front,power"
Attica,2016,media,7,9,35.56,"power,rear,front"
Attleboro,1986,bassa,1,1,19.0,"rust,free,truck"
Attleboro,2002,bassa,2,2,55.0,"front,power,wheel"
Attleboro,2004,media,1,1,35.0,"power,front,wheel"
Attleboro,2007,bassa,6,6,61.17,"front,rear,type"
Attleboro,2012,bassa,23,24,32.58,"front,rear,type"
Attleboro,2014,bassa,21,22,36.41,"front,rear,type"
Attleboro,2014,media,2,2,45.0,"front,rear,type"
Auburn,2008,bassa,21,22,69.27,"front,rear,power"
Auburn,2013,media,2,2,109.0,"front,rear,passenger"
Auburn,2019,alta,2,4,267.5,"seats,assist,vehicle"
Auburn Hills,2010,bassa,11,11,51.36,"front,wheel,rear"
Auburn Hills,2012,media,1,1,41.0,"front,wheel,steering"
Auburn Hills,2015,bassa,7,7,103.71,"front,rear,wheel"
Auburn Hills,2016,media,3,3,16.67,"front,steering,power"
Augusta,2011,bassa,5,6,54.0,"front,power,wheel"
Augusta,2014,bassa,11,11,56.45,"front,rear,power"
Augusta,2018,media,15,21,47.24,"front,rear,power"
Augusta,2019,bassa,3,6,156.5,"front,rear,power"
Augusta,2019,media,22,32,90.75,"front,power,rear"
Aurora,2002,bassa,4,4,58.25,"front,power,door"
Aurora,2016,bassa,15,17,32.94,"front,comma,rear"
Aurora,2017,bassa,27,44,56.55,"front,rear,power"
Austin,2011,bassa,1,1,6.0,"power,wheel,additional"
Austin,2019,media,4,4,48.25,"front,power,rear"
Avenel,2009,bassa,1,1,112.0,"rear,front,seat"
Avenel,2018,alta,1,1,0.0,"2018,toyota,white"
Avenel,2018,bassa,25,50,30.92,"front,warranty,rear"
Avenel,2018,media,37,78,26.6,"front,rear,power"
Avon,1978,bassa,1,1,203.0,"leather,sure,miles"
Avon,2014,media,13,15,33.73,"wheel,driver,mirrors"
Avon,2018,media,32,48,49.79,"front,rear,power"
Avon Lake,2012,bassa,4,4,26.5,"front,power,engine"
Avon Lake,2016,media,1,1,30.0,"siriusxm,wheel,remote"
Avon Lake,2020,bassa,1,4,193.5,"engine,automatic,control"
Avon Lake,2020,media,16,260,89.58,"power,rear,engine"
Avondale,2017,bassa,1,1,31.0,"rear,wheel,front"
Ayden,2018,bassa,4,4,73.5,"front,power,2018"
Ayden,2019,bassa,13,15,59.93,"front,rear,wheel"
Ayer,2014,bassa,2,2,21.0,"front,steering,wheel"
Ayer,2019,alta,4,4,218.75,"front,rear,wheel"
Ayer,2020,media,17,66,108.65,"front,rear,wheel"
Aylett,2015,bassa,1,1,25.0,"front,rear,color"
Backup camera,,bassa,0,1,,""
Bad Axe,2017,media,5,6,20.17,"rear,front,power"
Bad Axe,2018,bassa,4,4,17.0,"front,rear,wheel"
Baden,2018,media,3,3,261.67,"driver,power,seat"
Bailey,2017,bassa,2,2,38.5,"front,rear,type"
Bakersfield,2011,bassa,2,2,11.5,"power,bags,wheel"
Bakersfield,2016,bassa,2,2,13.5,"wheel,front,control"
Bakersfield,2017,bassa,3,3,77.33,"power,bags,control"
Bakersfield,2017,media,5,5,35.2,"power,bags,safety"
Bakerstown,2018,media,2,5,26.0,"deliver,door,vehicle"
Ballston Spa,2007,bassa,1,1,73.0,"front,rear,type"
Bally,2020,media,5,30,173.63,"front,rear,audio"
Baltimore,2000,bassa,1,1,587.0,"rear,power,mirror"
Baltimore,2002,bassa,2,2,14.5,"front,power,wheel"
Baltimore,2009,bassa,16,17,48.41,"power,rear,front"
Bangor,1991,bassa,1,1,146.0,"call,front,5188"
Bangor,2005,bassa,2,2,135.0,"front,rear,door"
Bangor,2009,bassa,5,5,42.0,"front,rear,seat"
Bangor,2015,media,11,15,34.8,"front,rear,power"
Bangor,2017,media,38,73,46.42,"rear,front,power"
Bangor,2018,media,20,32,41.03,"front,rear,power"
Bangor,2020,alta,6,10,108.1,"front,rear,wheel"
Baptistown,2018,media,1,1,12.0,"bags,system,control"
Barberton,1984,bassa,1,1,10.0,""
Barberton,1990,bassa,1,1,4.0,""
Barboursville,2020,media,3,14,136.64,"front,rear,power"
Barboursville,2021,media,6,34,14.97,"rear,front,power"
Barkhamsted,2020,media,9,34,144.79,"ford,engine,transmission"
Barnesville,2002,bassa,1,1,764.0,"front,power,type"
Barnesville,2017,media,1,1,375.0,"rear,front,color"
Barre,2005,bassa,2,2,114.0,"front,rear,power"
Barrington,2001,media,1,1,10.0,"front,steering,wheel"
Barrington,2010,bassa,13,14,58.29,"front,rear,system"
Barrington,2017,alta,17,19,45.58,"front,rear,wheel"
Barrington,2017,media,62,162,29.57,"front,rear,wheel"
Barrington,2018,bassa,9,9,27.11,"front,rear,wheel"
Barrington,2020,media,42,338,124.35,"front,rear,power"
Bartonsville,2017,bassa,21,64,55.53,"power,rear,wheel"
Bassett,2021,media,4,8,39.13,"cargo,floor,mats"
Bastrop,2017,bassa,1,1,41.0,"power,front,seat"
Batavia,2012,bassa,2,2,48.0,"power,rear,front"
Batavia,2014,bassa,9,11,35.55,"front,rear,wheel"
Batavia,2015,bassa,16,18,38.61,"front,rear,power"
Batavia,2018,media,20,25,36.16,"rear,front,power"
Batavia,2020,bassa,2,6,221.17,"power,yaris,safety"
Batesville,2005,bassa,1,1,417.0,"front,power,rear"
Batesville,2008,bassa,1,1,518.0,"front,rear,type"
Bath,2020,bassa,5,30,74.47,"engine,transmission,automatic"
Bath,2021,media,1,2,29.0,"chevrolet,automatic,cruise"
Baton Rouge,2015,bassa,2,2,114.5,"front,rear,power"
Baton Rouge,2017,media,3,3,150.67,"front,rear,power"
Baton Rouge,2019,media,6,17,100.59,"front,rear,power"
Battle Creek,2008,bassa,11,12,38.67,"front,rear,type"
Battle Creek,2013,media,5,6,15.5,"wheel,rear,front"
Battle Creek,2016,media,16,18,57.83,"power,front,rear"
Battle Creek,2017,bassa,29,74,57.32,"front,power,rear"
Battle Creek,2019,alta,2,2,27.5,"heated,control,cyls"
Baxley,2018,media,1,1,90.0,"radio,home,free"
Bay City,2003,bassa,4,4,23.5,"power,seat,front"
Bay City,2004,bassa,3,3,8.0,"front,rear,power"
Bay City,2006,bassa,4,4,18.0,"front,rear,wheel"
Bay City,2007,bassa,7,7,44.43,"front,wheel,power"
Bay City,2014,media,5,10,37.6,"front,rear,power"
Bay City,2021,bassa,2,2,7.5,"front,steering,wheel"
Bay Shore,2013,bassa,10,11,40.82,"front,rear,wheel"
Bay Shore,2016,bassa,16,19,30.89,"rear,front,power"
Bay Shore,2019,media,19,43,46.4,"front,rear,power"
Bayamon,2019,media,5,26,473.5,"power,rear,mirror"
Bayonne,2011,bassa,1,1,8.0,"rear,front,seat"
Bayonne,2012,bassa,5,5,63.6,"front,rear,type"
Bayonne,2018,media,2,2,51.5,"front,rear,type"
Bayside,2009,media,1,1,7.0,"vehicle,bayside,front"
Bayside,2017,alta,2,4,17.0,"front,rear,power"
Bayside,2017,bassa,3,3,36.67,"bayside,jeep,rear"
Bayside,2017,media,9,37,22.16,"front,rear,power"
Bayside,2021,alta,2,7,7.29,"siriusxm,rear,year"
Beachwood,2016,bassa,5,5,23.4,"front,rear,power"
Beachwood,2017,bassa,5,12,38.17,"front,rear,seat"
Beachwood,2021,alta,5,17,11.06,"vehicle,door,home"
Beacon,2015,bassa,2,2,29.5,"front,rear,wheel"
Beacon,2018,media,11,14,17.57,"rear,front,black"
Beacon,2020,media,26,420,102.94,"front,rear,wheel"
Bealeton,2008,bassa,7,7,60.57,"power,vehicles,prices"
Bealeton,2012,bassa,15,15,57.27,"power,vehicles,prices"
Beaver Falls,2006,bassa,2,2,185.0,"front,rear,power"
Beaver Springs,2016,media,1,1,16.0,"rear,front,door"
Beaverdale,2019,bassa,1,1,9.0,"power,wheel,control"
Beaverton,2015,media,1,1,50.0,"front,rear,vehicle"
Beaverton,2016,alta,1,1,55.0,"rear,front,color"
Beckley,2004,media,1,1,26.0,"rear,additional,info"
Beckley,2005,bassa,1,1,14.0,"power,wheel,additional"
Beckley,2018,alta,2,2,107.5,"chrome,2018,system"
Bedford,2004,bassa,2,2,10.0,"front,mazda,rear"
Bedford,2012,bassa,39,53,64.32,"front,power,rear"
Bedford,2013,bassa,46,62,35.44,"front,rear,power"
Bedford,2018,media,69,163,29.46,"front,rear,power"
Bedford,2019,media,63,134,91.13,"front,power,rear"
Bedford,2021,alta,4,9,18.78,"power,rear,seat"
Bedford Hills,2018,alta,1,1,133.0,"rear,front,seat"
Bel Air,2015,bassa,10,10,47.7,"front,power,rear"
Bel Air,2019,alta,1,1,256.0,"rear,wheel,front"
Bel Air,2020,bassa,5,57,135.23,"chevrolet,power,bell"
Bel Air,2021,media,4,6,16.67,"chevrolet,bell,speed"
Belchertown,2013,bassa,1,1,364.0,"front,rear,power"
Belford,2013,bassa,8,8,38.63,"pricing,vehicle,seats"
Belford,2014,bassa,8,8,98.5,"seats,vehicle,heated"
Belford,2015,bassa,2,2,110.5,"pricing,vehicle,offers"
Belford,2018,media,5,5,30.6,"pricing,vehicle,internet"
Belgrade,2009,bassa,1,1,85.0,""
Belle Mead,2003,bassa,3,3,175.0,"comma,rear,front"
Belle Mead,2004,bassa,2,2,817.0,"front,drive,engine"
Belle Mead,2016,bassa,1,1,215.0,"power,rear,sunroof"
Belle Vernon,2015,media,1,1,0.0,"rear,system,control"
Belle Vernon,2020,media,6,72,69.17,"front,rear,power"
Bellerose,2018,media,4,4,52.0,"power,mirror,seat"
Belleville,2002,bassa,1,1,23.0,"sales,state,vehicle"
Belleville,2017,bassa,1,1,12.0,"sales,state,airbag"
Bellevue,1967,media,1,1,76.0,"rally,ford,custom"
Bellevue,2018,bassa,1,1,26.0,"front,2018,steering"
Bellingham,2001,bassa,1,1,32.0,"front,power,lights"
Bellingham,2004,bassa,1,1,202.0,"front,power,seat"
Bellingham,2008,bassa,1,1,7.0,"front,rear,color"
Bellingham,2012,media,1,1,16.0,"front,power,steering"
Belmar,2014,media,2,2,31.0,"front,rear,seat"
Belmar,2020,media,2,2,9.0,"front,rear,seat"
Belmont,2008,bassa,7,7,50.71,"front,rear,type"
Beloit,2018,media,3,3,7.0,"start,power,steering"
Bennington,2009,bassa,2,2,45.5,"power,wheel,steering"
Bennington,2015,media,4,4,47.75,"power,wheel,rear"
Bennington,2018,media,14,22,35.41,"wheel,power,steering"
Bensalem,2006,bassa,1,1,18.0,"power,front,seat"
Bensenville,2010,media,1,1,159.0,"system,front,driver"
Bensenville,2019,bassa,2,2,19.5,"front,radio,park"
Benton,2003,bassa,1,1,29.0,"front,power,side"
Benton,2006,bassa,1,1,104.0,"front,rear,seat"
Benton Harbor,2008,bassa,1,1,25.0,"power,fresh,local"
Benton Harbor,2015,bassa,1,1,0.0,"front,seat,wheel"
Benton Harbor,2019,alta,1,1,431.0,"passenger,interior,height"
Bergenfield,2009,bassa,1,1,4.0,"power,steering,vehicle"
Bergenfield,2010,bassa,6,6,42.17,"power,steering,seat"
Bergenfield,2018,alta,1,1,42.0,"front,rear,type"
Berlin,1975,bassa,1,1,217.0,"advertised,offer,vehicles"
Berlin,2003,bassa,1,1,40.0,"front,rear,door"
Berlin,2012,bassa,21,23,52.65,"front,rear,seat"
Berlin,2016,alta,1,1,101.0,"rear,front,power"
Berlin,2017,alta,1,1,14.0,"rear,front,power"
Berlin,2018,bassa,10,14,26.07,"front,rear,wheel"
Berlin,2019,alta,6,12,282.08,"power,front,rear"
Berlin,2019,bassa,3,5,149.6,"rear,wheel,control"
Berlin,2021,bassa,1,3,20.67,"conditional,nobody,offers"
Bernardsville,2019,media,6,8,160.63,"power,rear,control"
Berne,2011,bassa,5,5,36.4,"power,sales,moser"
Berwyn,2007,bassa,1,1,8.0,"power,wheel,control"
Berwyn,2008,bassa,3,3,155.33,"airbag,steering,control"
Berwyn,2012,bassa,6,6,160.0,"airbag,steering,side"
Bethel,1998,bassa,1,1,161.0,"power,front,wheel"
Bethel,2009,bassa,2,2,217.0,"power,control,front"
Bethel,2013,bassa,2,2,14.5,"front,power,side"
Bethel,2015,bassa,1,1,74.0,"front,power,side"
Bethel Park,2016,bassa,5,6,13.0,"door,features,engine"
Bethesda,2013,media,1,1,0.0,"vehicle,vehicles,clean"
Bethesda,2014,bassa,14,18,26.28,"front,rear,power"
Bethesda,2018,bassa,11,18,20.06,"front,rear,power"
Bethesda,2018,media,43,87,21.4,"front,rear,power"
Bethlehem,1989,bassa,1,1,26.0,"cash,power,price"
Bethlehem,1997,bassa,1,1,190.0,"condition,front,vehicle"
Bethlehem,2008,bassa,6,6,46.67,"front,rear,auto"
Bethlehem,2016,media,12,13,30.46,"front,rear,power"
Bethlehem,2019,bassa,27,48,53.15,"front,auto,rear"
Bethlehem,2021,media,3,12,9.33,"part,number,rear"
Beverly,2008,bassa,2,2,4.5,"front,rear,power"
Beverly,2009,bassa,3,3,8.0,"front,rear,power"
Beverly,2017,media,5,10,29.6,"rear,power,driver"
Beverly,2021,media,1,5,5.8,"power,rear,driver"
Biddeford,2017,bassa,10,10,86.4,"driver,radio,automatic"
Big Rapids,2011,bassa,2,2,10.5,"front,power,rear"
Big Stone Gap,2015,media,1,1,19.0,"front,steering,wheel"
Big Stone Gap,2016,bassa,4,4,171.5,"front,rear,power"
Big Stone Gap,2017,bassa,3,4,58.5,"front,wheel,radio"
Big Stone Gap,2017,media,2,2,234.5,"rear,front,power"
Big Stone Gap,2019,alta,1,1,175.0,"wheels,2019,onyx"
Big Stone Gap,2021,alta,1,1,19.0,"front,power,system"
Biloxi,2017,media,1,1,199.0,"front,rear,seats"
Binghamton,2009,bassa,5,5,62.8,"front,rear,type"
Binghamton,2020,alta,10,37,39.57,"front,rear,power"
Birch Run,2014,bassa,2,2,9.0,"2014,ford,edge"
Birch Run,2020,alta,4,7,149.86,"front,2020,power"
Birch Run,2020,media,13,100,109.45,"front,rear,wheel"
Birmingham,2009,media,1,1,20.0,"power,rear,control"
Birmingham,2011,bassa,2,2,19.0,"front,rear,leather"
Birmingham,2014,media,1,1,25.0,"power,control,steering"
Birmingham,2015,media,1,1,41.0,"control,steering,mirrors"
Biscoe,2007,bassa,1,1,73.0,"power,dual,windows"
Biscoe,2017,bassa,1,1,25.0,"dual,system,power"
Blackfoot,2017,bassa,2,2,25.5,"front,rear,wheel"
Blackwood,2009,media,2,3,30.33,"power,seat,front"
Blackwood,2014,media,3,3,160.67,"power,seat,driver"
Blackwood,2016,media,1,1,29.0,"power,rear,seat"
Blackwood,2017,media,14,49,35.55,"power,rear,driver"
Blackwood,2018,media,7,13,26.85,"power,rear,driver"
Blackwood,2019,alta,1,1,15.0,"clean,carfax,local"
Blackwood,2020,media,13,93,78.89,"power,rear,front"
Blairsville,2014,bassa,2,2,18.0,"front,seat,rear"
Blairsville,2015,media,2,2,34.0,"front,rear,power"
Blairsville,2019,alta,3,3,154.0,"front,rear,seat"
Blairsville,2019,bassa,2,3,72.33,"front,rear,power"
Blairsville,2019,media,10,20,217.8,"front,rear,seat"
Blakely,2008,bassa,2,2,209.0,"power,wheel,control"
Blauvelt,2020,bassa,2,4,6.5,"2020,nissan,customer"
Bloomery,2006,bassa,1,1,195.0,"power,engine,steering"
Bloomfield Hills,2018,bassa,8,16,77.5,"front,wheel,rear"
Bloomingdale,2004,bassa,4,4,90.25,"front,power,rear"
Bloomingdale,2015,bassa,7,7,40.57,"front,rear,type"
Bloomingdale,2016,alta,1,1,20.0,"rear,front,control"
Bloomingdale,2019,bassa,2,2,8.0,"front,rear,type"
Bloomingdale,2020,alta,3,3,14.0,"front,rear,steering"
Bloomington,1999,media,1,1,475.0,"wheel,front,rear"
Bloomington,2010,bassa,21,26,28.88,"front,rear,power"
Bloomington,2014,media,6,6,101.33,"front,power,wheel"
Bloomington,2015,media,9,11,23.36,"power,rear,front"
Bloomington,2019,bassa,15,50,120.1,"power,front,rear"
Bloomington,2020,bassa,11,42,127.31,"2020,front,rear"
Bloomington,2021,alta,4,5,32.2,"wheel,front,heated"
Bloomsburg,2007,bassa,3,3,268.0,"power,rear,front"
Bloomsburg,2016,bassa,7,7,94.71,"power,rear,2016"
Bloomsburg,2017,media,18,30,46.8,"front,power,rear"
Bloomsburg,2019,alta,1,1,4.0,"automatic,package,satin"
Bloomsburg,2020,alta,10,24,99.88,"power,rear,front"
Blountville,2004,media,1,1,15.0,"power,dual,wheel"
Blountville,2013,bassa,4,4,133.0,"power,airbags,wheel"
Blountville,2014,bassa,3,3,58.67,"power,airbags,clean"
Blue Island,2012,bassa,1,1,38.0,"front,rear,door"
Blue Island,2015,media,1,1,5.0,"rear,power,front"
Bluefield,2017,bassa,3,3,69.0,"front,rear,power"
Bluefield,2019,bassa,8,11,31.09,"front,rear,power"
Bluefield,2020,alta,8,21,54.05,"front,rear,power"
Bluefield,2020,bassa,4,9,88.33,"front,rear,seat"
Bluefield,2020,media,26,84,81.15,"front,rear,power"
Bluefield,2021,bassa,1,3,28.33,"front,rear,seat"
Bluff City,2008,bassa,1,1,28.0,"front,rear,type"
