city,year,fascia,num_modelli,num_auto,avg_daysonmarket,top3_str
Akron,2021,bassa,2,25,75.44,"vehicle,free,vandevere"
Akron,2021,media,16,300,26.29,"front,power,rear"
Albany,2018,bassa,23,52,27.31,"front,rear,wheel"
Albany,2019,alta,6,18,158.56,"front,rear,power"
Albany,2019,media,41,63,76.76,"front,rear,power"
Albany,2020,bassa,8,33,76.18,"power,rear,front"
Albany,2020,media,86,1115,99.64,"rear,power,front"
Albemarle,2019,alta,7,9,360.22,"wheel,system,driver"
Albemarle,2020,media,46,201,111.39,"wheel,rear,power"
Albion,2015,bassa,4,4,37.75,"front,rear,power"
Albion,2016,alta,1,1,25.0,"automatic,system,wheel"
Albuquerque,2016,bassa,3,3,112.67,"wheel,power,rear"
Alcoa,2018,bassa,8,9,68.89,"wheel,rear,front"
Alcoa,2020,bassa,7,39,104.67,"front,rear,wheel"
Alden,2014,bassa,3,3,45.67,"front,rear,type"
Alexandria,2008,media,2,2,61.5,"credit,power,inspected"
Alexandria,2010,bassa,18,26,44.27,"front,power,rear"
Alexandria,2013,bassa,37,53,33.36,"front,power,rear"
Alexandria,2013,media,6,6,23.17,"power,steering,wheel"
Algonquin,2007,bassa,1,1,2.0,"power,rear,mirror"
Algonquin,2011,bassa,2,2,53.0,"front,wheel,chevrolet"
Algonquin,2013,bassa,1,1,17.0,"additional,info,remote"
Allentown,1968,media,1,1,6.0,"over,bennett,recent"
Allentown,1987,media,1,1,52.0,"over,bennett,gold"
Allentown,2009,media,3,3,108.67,"power,rear,wheel"
Allentown,2013,media,7,7,25.86,"front,power,rear"
Allentown,2015,media,20,25,41.48,"power,rear,front"
Allentown,2020,bassa,8,22,82.86,"power,rear,front"
Allentown,2021,alta,10,36,9.36,"power,rear,mirror"
Alliance,2001,bassa,2,2,11.5,"power,front,convertible"
Alliance,2012,bassa,8,8,52.25,"front,power,rear"
Alliance,2017,alta,2,2,21.5,"rear,front,system"
Alliance,2018,bassa,17,27,53.33,"front,rear,power"
Alliance,2019,bassa,16,22,73.91,"front,power,wheel"
Alliance,2020,media,56,457,56.77,"power,rear,front"
Allston,2014,alta,2,2,18.0,"package,rear,prices"
Allston,2015,bassa,2,2,17.5,"memory,wheel,seat"
Allston,2015,media,1,1,20.0,"package,view,full"
Alma,2009,bassa,2,2,133.0,"front,rear,radio"
Alma,2017,bassa,4,5,57.0,"front,wheel,steering"
Alpena,2018,bassa,4,5,59.2,"front,airbag,rear"
Alpharetta,2013,bassa,1,1,6.0,"front,rear,seat"
Alsip,2006,bassa,4,4,8.75,"cars,sale,under"
Alsip,2011,bassa,6,6,105.17,"front,rear,power"
Alsip,2018,alta,1,1,7.0,"front,steering,wheel"
Alsip,2019,media,6,7,34.0,"front,rear,power"
Altoona,2008,bassa,1,1,14.0,"power,rear,door"
Altoona,2015,bassa,29,44,32.36,"front,rear,power"
Amesbury,2011,bassa,1,1,204.0,"clean,here,rogue"
Amesbury,2018,media,2,2,0.0,""
Amherst,2016,bassa,27,35,49.63,"front,power,rear"
Amityville,2008,bassa,3,3,29.67,"prices,accurate,seats"
Amityville,2017,media,29,44,52.32,"rear,front,power"
Amsterdam,2011,bassa,1,1,6.0,"argent,steel,wheels"
Amsterdam,2012,bassa,1,1,28.0,"wheel,power,front"
Andalusia,2017,media,1,1,75.0,"2017,system,best"
Anderson,2010,bassa,3,3,36.67,"power,wheel,bags"
Anderson,2011,bassa,4,4,37.75,"power,bags,wheel"
Andover,2017,alta,1,2,35.0,"rear,power,front"
Andover,2020,alta,9,42,159.19,"front,audio,power"
Angleton,2018,alta,1,1,8.0,"front,steering,rear"
Ann Arbor,2011,bassa,3,3,23.33,"front,rear,seats"
Ann Arbor,2016,bassa,4,4,16.0,"front,power,rear"
Annapolis,2001,bassa,1,1,67.0,"repairs,fixer,upper"
Annapolis,2007,bassa,1,1,10.0,"rear,front,system"
Annapolis,2009,media,1,1,19.0,"front,rear,seat"
Annapolis,2012,media,2,2,10.5,"front,rear,wrangler"
Annapolis,2014,media,8,10,19.7,"front,power,steering"
Annapolis,2015,bassa,31,35,26.49,"front,rear,power"
Annapolis,2015,media,14,16,22.81,"front,rear,power"
Annapolis,2017,bassa,42,77,38.17,"front,rear,power"
Annapolis,2018,media,54,86,42.48,"front,power,rear"
Ansonia,2002,media,1,1,12.0,"certified,truck,owner"
Ansonia,2005,bassa,3,3,134.67,"carfax,certified,miles"
Ansonia,2013,bassa,21,22,165.14,"certified,2013,carfax"
Ansonia,2017,bassa,10,10,145.1,"2017,certified,state"
Ansonia,2018,media,6,6,84.0,"certified,state,carfax"
Ansonia,2019,media,1,1,348.0,"price,priced,below"
Antioch,2007,bassa,6,7,26.86,"front,power,rear"
Antioch,2008,bassa,8,8,12.13,"front,rear,power"
Antioch,2011,bassa,6,6,23.83,"front,wheel,power"
Antioch,2019,alta,5,14,364.29,"front,power,rear"
Apalachin,2006,bassa,1,1,34.0,"power,rear,mirror"
Apalachin,2013,media,1,1,23.0,"additional,info,rear"
Apalachin,2014,bassa,7,7,29.29,"rear,power,passenger"
Apex,2019,media,42,61,31.9,"front,rear,wheel"
Apollo,2017,bassa,1,1,21.0,"power,driver,rear"
Appleton,2017,media,2,2,19.0,"front,rear,wheel"
Appomattox,2004,bassa,1,1,2.0,"please,power,wheel"
Appomattox,2005,bassa,1,1,0.0,"power,please,control"
Appomattox,2007,bassa,2,2,126.5,"power,please,wheel"
Appomattox,2008,bassa,1,1,102.0,"power,control,please"
Appomattox,2019,bassa,1,1,145.0,"control,bags,please"
Archbald,2016,bassa,2,2,245.0,"buick,2016,within"
Archbold,2019,media,1,1,53.0,"power,rear,front"
Arden,2012,media,1,1,5.0,"mirror,wheel,power"
Arden,2019,alta,2,2,373.0,"power,rear,mirror"
Arden,2019,media,5,7,138.57,"power,rear,mirror"
Ardmore,2015,bassa,1,1,12.0,"2015,nissan,rear"
Arlington,2008,bassa,23,30,37.5,"front,rear,power"
Arlington,2014,bassa,42,58,51.28,"front,rear,power"
Arlington,2020,alta,25,109,121.15,"power,rear,front"
Arlington Heights,2012,media,3,3,37.67,"front,power,rear"
Arlington Heights,2019,alta,10,13,317.62,"front,rear,power"
Arlington Heights,2020,bassa,9,64,150.19,"front,2020,wheel"
Arundel,2018,bassa,3,3,46.33,"power,wheel,rear"
Arundel,2019,bassa,1,1,91.0,"power,control,mirrors"
Asbury Park,2016,alta,1,1,14.0,"front,rear,steering"
Asheboro,1993,bassa,1,1,28.0,"power,price,does"
Asheboro,2011,bassa,9,9,48.56,"front,power,steering"
Asheboro,2015,bassa,28,33,65.7,"front,power,rear"
Asheboro,2016,bassa,34,47,57.89,"front,rear,power"
Asheboro,2019,bassa,15,22,124.82,"front,rear,power"
Asheboro,2021,bassa,1,12,20.58,"front,rear,audio"
Asheville,2008,media,1,1,263.0,"power,front,seat"
Asheville,2011,bassa,24,26,103.88,"power,front,steering"
Asheville,2012,media,1,1,10.0,"family,anderson,toyota"
Asheville,2013,bassa,36,45,69.07,"power,front,seat"
Asheville,2013,media,6,7,65.0,"front,seat,power"
Asheville,2017,bassa,45,85,49.18,"front,rear,2017"
Ashland,1997,bassa,2,2,8.0,"rear,power,seat"
Ashland,2006,media,1,1,29.0,"front,rear,control"
Ashland,2017,bassa,31,62,40.56,"front,rear,power"
Ashtabula,1961,alta,1,1,25.0,"1961,chevrolet,corvette"
Ashtabula,2018,media,1,1,32.0,"front,rear,driver"
Ashtabula,2019,media,2,2,36.5,"front,rear,wheel"
Astoria,2016,bassa,1,1,52.0,"front,comma,rear"
Athens,2009,bassa,3,4,14.0,"power,wood,control"
Athens,2019,bassa,11,17,35.0,"control,front,steering"
Atlantic City,2016,media,3,4,27.75,"control,drive,cadillac"
Atlantic City,2018,media,4,4,15.0,"drive,front,system"
Attleboro,1984,bassa,1,1,314.0,"chevy,custom,pickup"
Attleboro,2006,bassa,5,5,27.0,"front,rear,seat"
Attleboro,2019,bassa,18,21,44.57,"wheel,steering,vehicles"
Auburn,2003,bassa,1,1,10.0,""
Auburn,2014,media,7,9,38.78,"front,rear,power"
Auburn,2018,media,56,147,75.52,"rear,power,wheel"
Audi pre sense front and Audi active lane assist,,bassa,0,1,,""
Audi side assist with pre sense rear,,bassa,0,1,,""
Augusta,2012,bassa,5,6,29.0,"front,rear,power"
Augusta,2020,bassa,3,18,99.83,"free,wash,service"
Aurora,2011,media,1,1,50.0,"power,seat,front"
Aurora,2019,media,18,26,41.04,"front,rear,wheel"
Aurora,2021,media,9,193,19.4,"power,rear,wheel"
Austin,2018,media,3,3,26.33,"power,steering,wheel"
Austinburg,2015,bassa,1,1,53.0,""
Austintown,2017,media,4,4,354.25,"front,rear,type"
Auxiliary Audio Input And USB With External Media Control,,bassa,0,1,,""
Avenel,2006,bassa,2,2,54.0,"control,rear,front"
Avenel,2010,bassa,1,1,206.0,"front,rear,seat"
Avenel,2013,bassa,8,9,119.56,"rear,front,seat"
Avon,2006,bassa,1,1,73.0,"control,wheel,auto"
Avon,2013,bassa,21,24,39.63,"wheel,front,power"
Avon,2020,alta,9,24,39.63,"rear,power,chevrolet"
Avon,2020,bassa,1,2,141.0,""
Avon,2021,alta,5,18,25.39,"rear,front,chevrolet"
Avon Lake,2006,bassa,1,1,12.0,"jeep,take,command"
Avon Lake,2014,bassa,5,5,136.8,"power,rear,wheel"
Avon Lake,2021,media,2,18,7.33,"black,rear,siriusxm"
Avondale,2019,bassa,1,1,17.0,"2019,chevrolet,dohc"
Ayden,2010,bassa,1,1,19.0,"front,rear,vehicle"
Ayden,2016,bassa,1,1,56.0,"carfax,seats,system"
Ayer,2019,media,8,13,235.46,"front,rear,wheel"
Aylett,2012,bassa,2,2,68.5,"front,rear,power"
Bad Axe,2008,bassa,3,4,62.75,"front,rear,power"
Baden,2007,bassa,1,1,3.0,"driver,heated,rear"
Baden,2020,media,16,90,129.66,"wheel,power,system"
Baden,2021,alta,3,6,30.5,"seat,power,rear"
Bailey,2011,bassa,1,1,270.0,"front,rear,type"
Bailey,2013,bassa,1,1,12.0,"rear,front,power"
Bakersfield,2019,bassa,1,1,73.0,"power,bags,safety"
Bala Cynwyd,2011,bassa,2,2,27.0,"system,wheel,front"
Bala Cynwyd,2020,media,8,69,233.39,"wheel,heated,system"
Bala Cynwyd,2021,alta,8,36,18.92,"rear,power,wheel"
Baldwinsville,2020,media,6,102,42.23,"front,rear,driver"
Baldwinsville,2021,alta,1,2,11.5,"power,rear,front"
Bally,2011,bassa,1,1,9.0,"rear,front,seat"
Baltimore,1998,bassa,2,2,19.0,"front,rear,power"
Baltimore,2018,bassa,38,88,41.05,"front,power,rear"
Baltimore,2019,alta,7,20,175.85,"power,rear,seat"
Baltimore,2019,media,64,171,88.06,"front,rear,power"
Baltimore,2020,bassa,25,307,91.59,"front,wheel,rear"
Baltimore,2021,alta,7,13,11.0,"power,alert,includes"
Baltimore,2021,bassa,2,13,8.54,"additional,dealer,applicable"
Bangor,2016,media,18,27,46.59,"front,rear,power"
Bangor,2019,alta,5,7,108.86,"front,rear,wheel"
Barberton,2007,bassa,5,5,61.4,"power,front,rear"
Barberton,2013,bassa,6,6,34.33,"front,rear,comma"
Barberton,2013,media,2,2,121.5,"airbags,power,head"
Barberton,2015,media,2,2,23.0,"airbags,power,wheel"
Barberton,2018,media,6,14,510.14,"system,rear,front"
Barberton,2019,alta,2,2,224.5,"system,power,rear"
Bardstown,2009,bassa,1,1,33.0,"family,vortec,speed"
Barkhamsted,2019,bassa,2,3,163.67,"power,rear,wheel"
Barnesville,2019,bassa,1,1,252.0,"front,rear,type"
Barneveld,2017,media,3,3,13.67,"rear,front,type"
Barrington,2006,bassa,4,4,12.25,"front,rear,includes"
Barrington,2007,bassa,5,5,22.8,"front,rear,passenger"
Bartonsville,2013,bassa,2,2,8.5,"power,rear,front"
Bartonsville,2017,media,19,33,50.3,"power,rear,wheel"
Bartonsville,2020,alta,1,1,48.0,"must,dealer,through"
Bassett,2013,bassa,1,1,61.0,"power,control,rear"
Bassett,2017,bassa,6,8,146.13,"power,wheel,control"
Bassett,2018,media,4,4,98.25,"power,wheel,heated"
Bassett,2019,media,6,9,68.33,"wheel,power,control"
Bassett,2020,media,6,11,103.0,"wheel,power,control"
Bath,2008,media,1,1,7.0,"front,type,rear"
Bath,2017,media,8,20,32.65,"engine,automatic,transmission"
Battle Creek,2007,bassa,4,5,82.8,"front,rear,type"
Battle Creek,2014,media,6,7,21.57,"front,rear,power"
Battle Creek,2021,alta,2,2,44.0,"rear,engine,power"
Bay City,2011,bassa,19,20,78.75,"front,power,steering"
Bay City,2012,bassa,17,23,38.91,"front,power,rear"
Bay City,2017,alta,2,2,10.0,"front,power,rear"
Bay City,2019,alta,2,2,274.0,"power,system,rear"
Bay City,2021,media,17,42,22.4,"front,wheel,power"
Bay Shore,2005,bassa,1,1,16.0,"front,power,wheel"
Bay Shore,2011,bassa,7,7,17.71,"front,rear,driver"
Bay Shore,2017,alta,1,1,11.0,"power,rear,front"
Bayonne,2019,media,1,1,25.0,"front,rear,type"
Bayonne,2020,media,2,2,34.5,"front,rear,color"
Beachwood,2017,media,25,57,36.96,"front,power,wheel"
Beacon,2021,media,4,95,25.48,"rear,front,wheel"
Bealeton,2003,bassa,2,2,22.5,"vehicles,prices,power"
Bealeton,2017,bassa,3,3,43.0,"power,vehicles,prices"
Beaufort,2016,media,1,1,14.0,"rear,ebony,dohc"
Beaumont,2009,bassa,2,2,47.5,"front,rear,power"
Beaver Falls,2011,bassa,6,7,185.43,"front,power,rear"
Beaver Falls,2015,media,2,2,10.0,"front,wheel,rear"
Beaver Falls,2016,bassa,4,4,120.0,"front,rear,power"
Beaver Falls,2016,media,6,7,247.14,"front,rear,power"
Beaver Springs,2020,alta,4,9,65.44,"rear,front,seat"
Beaver Springs,2021,media,2,3,6.0,"additional,rebates,programs"
Beaverdale,2018,bassa,1,1,7.0,"power,wheel,locks"
Beaverton,2017,bassa,1,1,77.0,"wheel,power,driver"
Beckley,2013,bassa,3,5,24.2,"front,wheel,control"
Beckley,2014,bassa,9,9,64.0,"front,power,rear"
Bedford,2002,bassa,1,1,267.0,"front,steering,wheel"
Bedford,2013,media,5,5,28.6,"front,power,wheel"
Bedford,2016,bassa,49,85,39.78,"front,power,rear"
Bedford Hills,2015,media,3,3,12.33,"front,rear,power"
Bedford Hills,2016,bassa,2,2,25.0,"front,rear,power"
Bedford Hills,2018,media,9,14,35.71,"front,rear,power"
Bedford Hills,2021,media,2,17,5.53,"front,rear,group"
Bel Air,2017,bassa,11,15,36.6,"front,rear,power"
Bel Air,2018,media,22,30,69.13,"front,rear,power"
Belford,2008,bassa,4,4,20.0,"pricing,vehicle,seats"
Belford,2016,bassa,11,13,43.15,"pricing,vehicle,internet"
Belington,2019,media,1,1,201.0,"additional,info,engine"
Bell,2013,bassa,1,1,63.0,"bags,power,control"
Belle Plaine,2016,bassa,1,1,76.0,"rear,power,wheel"
Belle Vernon,2012,bassa,9,10,241.1,"front,rear,power"
Belle Vernon,2014,bassa,2,2,129.0,"rear,power,front"
Belle Vernon,2015,bassa,3,3,32.0,"front,rear,system"
Belle Vernon,2016,media,4,4,15.75,"front,rear,power"
Bellingham,2019,media,1,1,196.0,"front,rear,power"
Belmar,2009,bassa,1,1,221.0,"front,control,suspension"
Belmar,2018,media,2,2,30.0,"front,rear,seat"
Belmont,2004,bassa,1,1,30.0,"front,power,rear"
Beloit,2017,bassa,1,1,83.0,"front,rear,type"
Beloit,2020,alta,2,3,101.0,"heated,power,rear"
Belvidere,2006,bassa,4,4,27.5,"front,rear,type"
Belvidere,2010,bassa,2,2,15.0,"front,rear,type"
Bend,2017,media,1,1,13.0,"2017,awards,subaru"
Bennington,2017,bassa,24,63,57.44,"wheel,steering,rear"
Bennington,2019,alta,3,3,179.33,"driver,wheel,mirror"
Bennington,2020,alta,13,33,110.61,"rear,front,power"
Bensalem,2002,alta,1,1,132.0,"front,wheel,remote"
Bensalem,2018,media,1,1,7.0,"front,rear,type"
Bensenville,1997,bassa,1,1,22.0,"rear,front,color"
Bensenville,1998,bassa,1,1,218.0,"rear,front,wheel"
Bensenville,2001,bassa,1,1,3.0,"front,power,rear"
Bensenville,2006,bassa,3,3,54.33,"front,system,rear"
Benton,2012,bassa,2,2,25.5,"front,rear,type"
Benton,2019,bassa,2,2,60.5,"front,radio,speed"
Benton,2019,media,2,2,42.0,"front,rear,power"
Benton Harbor,2020,media,11,52,129.75,"2020,cash,bonus"
Berea,1969,alta,1,1,97.0,"door,call,wheel"
Bergenfield,2015,media,2,2,75.5,"front,rear,color"
Berkeley Township,2008,bassa,2,2,210.0,""
Berlin,2013,media,3,3,15.0,"front,power,rear"
Berlin,2014,media,4,4,37.5,"rear,power,front"
Berwick,2011,media,1,1,43.0,""
Berwyn,2019,media,2,6,220.5,"remote,power,wheel"
Bethel,2005,bassa,1,1,89.0,"power,wheel,bags"
Bethesda,2020,bassa,4,51,73.55,"front,wheel,rear"
Bethlehem,2007,bassa,5,5,30.8,"front,rear,type"
Bethlehem,2009,bassa,7,8,24.25,"front,rear,wheel"
Bethlehem,2014,bassa,28,39,28.77,"front,rear,power"
Bethlehem,2015,bassa,31,36,36.78,"front,rear,power"
Bethlehem,2016,alta,1,1,42.0,"front,rear,auto"
Bethpage,2004,bassa,1,1,3.0,"renegade,jeep,rare"
Bethpage,2007,bassa,1,1,16.0,"jeep,liberty,just"
Bethpage,2013,bassa,2,2,34.0,"miles,call,plates"
Beverly,2007,bassa,5,7,23.86,"front,rear,power"
Beverly,2010,bassa,1,2,7.5,"control,power,bags"
Biddeford,2014,bassa,3,4,67.0,"additional,info,engine"
Biddeford,2015,media,2,3,41.33,"rear,color,front"
Big Rapids,2018,media,8,12,91.33,"front,rear,power"
Big Stone Gap,2020,media,15,39,48.41,"front,rear,power"
Billings,2014,media,2,2,55.5,"power,rear,driver"
Binghamton,2006,bassa,3,3,22.67,"front,rear,seat"
Binghamton,2013,bassa,15,19,55.42,"front,rear,power"
Binghamton,2021,alta,2,4,15.0,"front,door,automatic"
Birch Run,2006,bassa,1,1,15.0,"crew,carfax,owner"
Birmingham,2005,bassa,3,3,25.0,"power,steering,door"
Birmingham,2017,alta,3,3,83.67,"steering,power,control"
Birmingham,2018,alta,1,1,134.0,"control,steering,mirrors"
Biscoe,2006,bassa,3,3,45.67,"power,dual,mirrors"
Biscoe,2009,bassa,1,1,25.0,"dual,power,coin"
Biscoe,2018,bassa,1,1,25.0,"dual,system,door"
Blackstone,2003,bassa,1,1,55.0,"power,automotive,makes"
Blackstone,2013,bassa,2,2,203.5,"control,power,seats"
Blackstone,2015,bassa,2,2,120.0,"power,bags,control"
Blackwood,1993,media,1,1,12.0,"power,rear,mirror"
Blackwood,2007,bassa,3,4,118.0,"power,steering,seat"
Blackwood,2018,alta,1,1,12.0,"carfax,gt350,system"
Blairsville,1969,media,1,1,479.0,"additional,info,driver"
Blairsville,2013,bassa,1,1,7.0,"front,rear,power"
Blairsville,2021,media,1,1,1.0,"2021,chevrolet,colorado"
Blakely,2007,bassa,1,1,292.0,"power,wheel,wheels"
Blauvelt,2006,bassa,2,3,53.33,"power,engine,drive"
Blauvelt,2012,bassa,8,13,53.54,"power,brakes,steering"
Blauvelt,2014,media,1,1,7.0,"accord,front,power"
Blauvelt,2020,media,11,139,43.48,"2020,nissan,front"
Bloomfield,2005,bassa,3,3,58.33,"front,power,wheel"
Bloomfield,2012,bassa,9,9,26.89,"front,rear,type"
Bloomfield Hills,2007,bassa,3,3,38.0,"front,power,wheel"
Bloomfield Hills,2014,bassa,9,9,12.67,"front,wheel,rear"
Bloomingdale,2009,bassa,5,5,48.4,"front,rear,type"
Bloomingdale,2011,bassa,5,5,20.6,"front,rear,type"
Bloomingdale,2017,bassa,5,5,81.4,"front,rear,type"
Bloomington,1986,bassa,1,1,9.0,"located,leman,chrysler"
Bloomington,2005,bassa,10,11,95.45,"rear,front,power"
Bloomington,2009,media,1,1,44.0,"front,rear,steering"
Bloomington,2013,bassa,29,39,47.36,"front,rear,power"
Bloomington,2013,media,6,6,25.0,"front,power,steering"
Bloomington,2018,media,39,73,76.12,"power,rear,wheel"
Bloomsburg,2014,media,2,2,51.5,"rear,grand,cherokee"
Bloomsburg,2020,bassa,3,10,98.4,"boasts,highway,city"
Blue Island,2014,bassa,2,2,20.0,"front,rear,power"
Bluffton,2016,media,5,5,95.4,"power,steering,front"
Boardman,1997,bassa,1,1,37.0,"front,super,when"
Boardman,2006,bassa,1,1,6.0,"additional,info,axle"
Boardman,2018,media,20,39,27.54,"front,rear,power"
Boardman,2019,bassa,3,3,54.67,"front,wheel,door"
Boardman,2021,alta,6,9,16.11,"rear,front,power"
Boca Raton,1993,bassa,1,1,221.0,"power,seat,front"
Boca Raton,2018,alta,1,1,13.0,"brown,black,still"
Bohemia,2018,media,11,12,31.75,"front,rear,power"
Boise,2011,bassa,2,2,33.5,"front,rear,power"
Bonita Springs,2019,bassa,1,1,53.0,"front,rear,airbags"
Boone,2003,bassa,1,1,32.0,"front,power,rear"
Boone,2018,bassa,4,4,25.5,"friendship,vehicle,trade"
Boone,2020,alta,9,40,71.68,"front,rear,power"
Boone,2020,media,38,170,65.5,"front,rear,power"
Boonton,2020,media,12,97,137.95,"chevrolet,rear,front"
Boonville,2017,media,2,2,319.5,"rear,great,sale"
Boonville,2018,bassa,1,1,24.0,"midnight,edition,black"
Boonville,2020,alta,3,10,10.1,"sierra,2500,crew"
Bossier City,2019,bassa,1,1,96.0,"river,street,bluetooth"
Boston,2021,alta,14,65,12.02,"boston,heated,package"
Bound Brook,2006,bassa,1,1,21.0,"front,rear,seat"
Bountiful,2012,bassa,2,2,35.5,"rear,front,wheel"
Bountiful,2015,media,2,2,8.0,"seats,heated,2015"
Bountiful,2016,media,1,1,8.0,"front,power,airbag"
Bourbonnais,1993,bassa,1,1,362.0,"power,seats,dual"
Bourbonnais,2015,media,3,4,21.75,"includes,system,engine"
Bourne,2016,bassa,6,6,12.83,"wheel,power,driver"
Bourne,2021,alta,2,7,30.29,"rear,front,power"
Bow,2013,bassa,8,8,34.25,"front,wheel,rear"
Bow,2018,media,8,14,17.86,"warranty,front,rear"
Bowie,2010,bassa,4,4,9.0,"front,power,seat"
Bowie,2011,bassa,4,4,6.5,"front,rear,power"
Bowie,2015,bassa,7,8,28.13,"front,rear,wheel"
Bowie,2018,bassa,14,20,38.3,"front,rear,power"
Bowling Green,2018,bassa,2,2,54.0,"front,rear,wheel"
Bowmansville,2014,media,1,1,35.0,"rover,range,system"
Bradley,1998,bassa,3,3,107.0,""
Bradley,2003,bassa,4,4,54.0,""
Bradley,2006,bassa,2,2,274.0,""
Bradley,2015,bassa,7,7,145.57,"power,control,side"
Braintree,2002,bassa,1,1,0.0,"power,front,wheel"
Braintree,2003,bassa,1,1,3.0,"front,rear,wheel"
Braintree,2018,alta,2,2,3.5,"inspection,trailer,system"
Braintree,2018,media,30,69,26.25,"front,rear,power"
Branchville,2013,bassa,7,8,369.88,"rear,front,power"
Brandon,2005,bassa,1,1,49.0,"power,control,wheel"
Branford,2015,bassa,19,20,40.1,"power,front,rear"
Branford,2018,media,24,35,46.34,"power,front,rear"
Brattleboro,2010,bassa,1,1,25.0,"rear,power,mirror"
Brentwood,2012,bassa,4,4,47.0,"front,prices,accurate"
Brentwood,2015,bassa,1,1,151.0,"family,traverse,make"
Brentwood,2019,media,1,1,17.0,"power,come,vehicle"
Brevard,2014,bassa,2,2,28.5,"power,rear,available"
Brevard,2015,bassa,3,3,29.33,"2015,power,drive"
Brevard,2015,media,1,1,19.0,"control,system,steering"
Brevard,2020,alta,8,32,71.03,"front,rear,audio"
Brewer,2007,bassa,1,1,370.0,""
Brewer,2015,bassa,3,3,7.0,"power,rear,driver"
Brewster,2013,media,1,1,33.0,"mirrors,power,wheel"
Brewster,2015,media,1,1,7.0,"wheel,power,control"
Brewster,2018,bassa,4,9,23.0,"front,warranty,wheel"
Brick,1997,bassa,1,1,56.0,"power,front,leather"
Brick,2004,bassa,3,3,54.0,"power,front,wheel"
Brick,2013,media,1,1,5.0,"passenger,wheel,rear"
Brick,2019,media,13,29,210.79,"power,rear,control"
Bridgeport,2011,bassa,14,14,44.57,"front,rear,power"
Bridgeport,2012,media,2,2,47.0,"carder,motors,just"
Bridgeport,2018,media,38,68,29.29,"front,rear,power"
Bridgeport,2020,media,53,341,79.37,"front,rear,power"
Bridgeton,2017,media,15,24,39.42,"power,automatic,front"
Bridgeview,1955,media,1,1,145.0,"free,owned,fully"
Bridgeview,2004,bassa,13,13,135.08,"front,power,rear"
Bridgeview,2005,bassa,5,5,284.2,"front,rear,seat"
Bridgeview,2010,bassa,6,6,206.0,"front,rear,type"
Bridgeview,2012,bassa,18,23,77.13,"front,rear,type"
Bridgeville,2021,bassa,1,5,5.8,"colussy,state,every"
Bridgewater,2009,bassa,7,7,65.86,"power,control,wheel"
Bridgewater,2016,bassa,13,15,51.07,"rear,front,power"
Bridgewater,2020,media,33,193,44.45,"power,wheel,rear"
Brighton,2012,media,1,1,4.0,"rear,power,passenger"
Brighton,2015,alta,2,2,118.5,"front,steering,wheel"
Brighton,2015,media,5,5,33.2,"power,front,rear"
Brighton,2016,alta,1,1,47.0,"front,wheel,steering"
Brighton,2020,alta,18,85,101.96,"front,rear,wheel"
